,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,user_location,num_followers,search_keywords,search_neighbourhood
2657,"Damn women and people everywhere are celebrating a black man going to jail without concrete evidence of the crime that he did it. Sad day just another Johnny depth, Central Park 5, emmet till.",2022-12-29 16:43:13.626067,1606775222882942977,2022-12-24 22:14:00+00:00,1,0,0,0,,,Annej747, The North 🇬🇧,1234,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2658,@flippersrevenge @RoKhanna Most tenants pay for utilities(that's dumped on them40%- not the home owner). And if you think it's American to gorge renters don't complain when the government gorges you. What type of people are we?,2022-12-29 16:43:17.199649,1608554888342163457,2022-12-29 20:05:45+00:00,0,0,0,0,,,halle2740,,27,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2659,"@PetilloEllen Love this!!  Home Alone 2 is my favorite version, with the pigeon lady in Central Park.",2022-12-29 16:43:17.199715,1608548490380218368,2022-12-29 19:40:20+00:00,0,0,0,0,,,scarflady777,"New Jersey, USA",4482,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2660,"There once was a big boy called Mark / Who caught just as scared by bark / But a pan ran undo / And knew home with askew / And as for the pan,  Central Park!",2022-12-29 16:43:17.199790,1608526531332304896,2022-12-29 18:13:04+00:00,0,0,0,0,,,FortitudoLtd,Poole,179,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2661,"GFK-160A - GFK-160 Fireplace Blower Kit for Heat &amp; GLO - Majestic - Hearth &amp; Home - Quadra-Fire RLMKQYG

https://t.co/3nJhxORwB5 https://t.co/dodTSQjVBv",2022-12-29 16:43:17.199803,1608519876997709824,2022-12-29 17:46:38+00:00,0,0,0,0,,,troutfishfarms,The Ocean ,301,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2662,"Looking for a new home in the new year?☺️

Look no further than Stone Park Corner, Parkstone.

6, luxury 2 bed apartments located in the perfect central part of Parkstone.

ONLY 1 REMAINING!

Contact us:

Sales@fortitudoproperty.com

01202233279

#newbuild #showhome #fortitudo https://t.co/klJbPeVnry",2022-12-29 16:43:17.199815,1608511030497529857,2022-12-29 17:11:29+00:00,0,0,0,0,"Poole, England",1c4cd8e4ae3a1959,shoot69towin,Long Island NY,97,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2663,Really cool Rock I found out at the Gorge back home that looks like a shark tooth (it isn’t) that I wanted to share with you all and the poem that filled out my latest notebook (Done December 27/28th) https://t.co/QU8SpQv7Xv,2022-12-29 16:43:17.199831,1608501617892167680,2022-12-29 16:34:04+00:00,0,0,11,1,,,DavinaDevine,"Dublin, Ireland, Emerald Isle!",7948,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2664,"@TheDublinJenn Oh I couldn’t give a shite! Literally the happiest I’ve been this Xmas lol
Well I’ll be happier in bed after 6am falling home into it😂
Won’t feel so oul one then😂
Hope you’d a gorge Xmas!! Xx",2022-12-29 16:43:17.199856,1608495204759228416,2022-12-29 16:08:35+00:00,1,0,0,0,,,CB_TeamMcAleer,"Sequim Washington, USA",80,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2665,"The peninsula is such a beautiful place to call home !

We have the Strait of Juan de Fuca, Hurricane Ridge and the Discovery Trail to name a few of our amenities.

https://t.co/gYl6mOcyTH

Catherine German 253.442.9412 https://t.co/v1POmcy6uM",2022-12-29 16:43:17.199868,1608494363721732096,2022-12-29 16:05:15+00:00,0,0,0,0,,,TravertineAnto1,,31,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2666,"The peninsula is such a beautiful place to call home !

We have the Strait of Juan de Fuca, Hurricane Ridge and the Discovery Trail to name a few of our amenities.

https://t.co/X9094c2chx

Catherine German 253.442.9412 https://t.co/NeqJRsMCwa",2022-12-29 16:43:17.199880,1608494166417494018,2022-12-29 16:04:28+00:00,0,0,0,0,,,rbonaime,"Fredericksburg, VA",637,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2667,@Kenyans What is the need of filling a neighbours gorge when in your home you have an abyss unfilled,2022-12-29 16:43:17.199893,1608400496951463938,2022-12-29 09:52:15+00:00,0,0,0,0,,,TheophanesRex,,13062,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2668,"People always talk about how Kevin’s parents in Home Alone could afford their trip, but what about the barely-seen Uncle Rob and Aunt Georgette, who are living in Paris, while also getting their Central Park-adjacent brownstone renovated for what looks to be years??",2022-12-29 16:43:17.199906,1608303341863411715,2022-12-29 03:26:12+00:00,1,0,3,0,,,BrianSaysGrow,"Washington, USA",2274,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2669,"@brandontour @RyanSDeth Ahh, the gorge…home 🥰 MSG was magical, as well! I need to get to Red Rocks 💯",2022-12-29 16:43:17.199931,1608258076163047427,2022-12-29 00:26:20+00:00,1,0,2,0,,,IRRBell,NYC,112,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2670,"@lotuswinnielee @BirdCentralPark Yeah it was packed, I ended up going to Central Park then Randall’s Island then Bryant Park on my way home. Many tourists stopped to ask me about the bird and take a video which was cool.",2022-12-29 16:43:17.199956,1608150049011236865,2022-12-28 17:17:04+00:00,1,0,2,0,,,tylerct99,phx,78,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2671,"GORGE OBIOZOR IS DEAD,HE DIED OF HEART DISEASE,HE DIED ON BOXING DAY 26-12-2022,AFTER FULANIS DECEIVED HIM TO COME &amp; CHALLENGE GOD BY TRYING TO STOP SIT AT HOME,THAT WE ORDERED FOR THE RELEASE OF MNK &amp; IN PREPARATION 4 NO ELECTION IN BIAFRA LAND COMING IN 2023,ALL OF DEM MUST GO https://t.co/uZiTK1sOFx",2022-12-29 16:43:17.199968,1608147832543879175,2022-12-28 17:08:15+00:00,9,0,72,53,,,KyTAHC,"Frankfort, KY",1204,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
